01	01	0	1	1	1	0	0	1
01	01	0	1	1	0	0	0	1
01	02	0	1	1	1	0	1	1
01	02	0	1	1	1	0	1	1
01	03	0	1	1	1	0	1	1
01	03	0	1	1	0	1	0	1
01	04	0	1	1	0	1	0	1
01	05	0	2	1	0	1	0	1
01	06	0	2	1	0	1	0	1
01	07	0	3	1	0	1	0	1
01	08	0	3	1	0	1	0	1
01	09	0	2	1	0	1	0	1
01	10	0	2	1	0	1	0	1
01	11	0	2	1	0	1	0	1
01	12	0	2	1	1	0	0	1
01	13	0	3	1	0	1	0	1
02	07	0	3	2	0	1	0	3
02	19	0	3	2	0	0	1	2
07	01	4	2	1	1	0	1	2
07	01	5	1	1	1	1	0	1
07	01	6	1	1	1	0	1	2
07	01	8	1	1	1	0	0	2
07	01	1	2	1	1	0	1	2
07	01	7	1	1	1	0	1	1
07	02	4	2	2	0	0	1	2
07	02	5	2	2	1	0	1	1
07	02	6	3	2	1	0	1	2
07	02	8	2	2	1	0	0	3
07	02	1	1	2	1	1	1	2
07	02	7	2	2	0	1	1	3
07	03	4	2	1	0	0	1	3
07	03	5	3	2	0	0	1	3
07	03	6	3	2	0	0	1	2
07	03	8	2	2	1	0	0	3
07	03	1	2	2	1	0	1	2
07	03	7	1	1	1	1	0	3
07	04	4	2	2	0	0	1	2
07	04	5	4	2	0	0	0	2
07	04	6	2	2	0	0	1	1
07	04	8	2	2	1	0	0	2
07	04	1	2	2	1	0	1	2
07	04	7	2	1	1	1	1	2
07	04	0	2	2	0	0	0	2
07	05	4	1	1	0	0	1	2
07	05	5	1	1	1	0	1	3
07	05	6	3	2	0	1	1	1
07	05	8	3	2	0	0	1	2
07	05	1	2	2	1	0	1	2
07	05	7	1	1	0	1	1	1
07	06	4	4	3	0	0	1	2
07	06	5	4	2	0	0	0	2
07	06	6	3	1	0	0	1	1
07	06	8	3	2	0	0	1	2
07	06	1	1	2	1	1	1	2
07	06	7	2	2	0	1	0	2
07	07	4	1	1	0	0	1	3
07	07	5	1	3	1	0	0	3
07	07	6	1	1	0	1	1	3
07	07	8	1	1	1	0	1	2
07	07	1	1	2	0	0	0	3
07	07	7	1	1	1	1	1	3
07	08	4	1	1	1	0	1	2
07	08	5	1	1	1	1	1	1
07	08	6	1	1	1	1	1	2
07	08	8	1	1	1	0	1	2
07	08	1	2	1	1	1	1	2
07	08	7	1	1	1	0	1	1
07	09	4	3	2	0	0	1	2
07	09	5	1	2	0	1	1	1
07	09	6	3	2	0	0	1	1
07	09	8	3	2	0	0	1	1
07	09	1	3	2	1	0	1	2
07	09	7	2	2	0	1	0	2
07	10	4	3	1	0	0	1	2
07	10	5	3	2	0	1	0	2
07	10	6	2	1	0	1	1	1
07	10	8	4	2	0	0	0	2
07	10	1	4	2	1	0	1	2
07	10	7	1	1	1	1	0	2
07	11	4	1	2	1	0	1	1
07	11	5	3	2	1	0	1	2
07	11	6	2	2	0	0	1	1
07	11	8	3	2	0	0	1	1
07	11	1	3	2	1	0	1	2
07	11	7	1	1	0	1	0	2
07	12	4	1	1	1	0	1	1
07	12	5	1	1	1	0	1	1
07	12	6	2	1	1	1	1	1
07	12	8	2	2	1	0	1	2
07	12	1	2	2	1	0	1	2
07	12	7	1	1	0	1	1	2
07	13	4	2	3	0	0	1	1
07	13	5	2	2	0	0	1	1
07	13	6	2	2	0	0	1	1
07	13	8	4	2	1	0	0	2
07	13	1	2	2	1	1	1	2
07	13	7	4	2	0	0	0	2
07	14	4	2	1	0	0	1	2
07	14	5	3	1	1	1	0	2
07	14	6	3	2	1	1	0	2
07	14	8	5	2	0	0	0	2
07	14	1	2	2	1	1	0	2
07	14	7	1	1	1	1	0	1
07	15	4	3	1	0	0	1	2
07	15	5	1	1	0	1	0	1
07	15	6	3	2	1	0	0	2
07	15	8	2	1	0	0	1	3
07	15	1	1	1	1	1	1	2
07	15	7	1	1	1	1	0	1
08	01	4	3	2	0	0	1	2
08	01	5	4	2	0	0	0	2
